system_code,time_slot,record_id,timestamp,capacity,latitude,longitude,occupancy,vehicle_type,traffic_condition_nearby,queue_length,is_special_day,occupancy_raw,occupancy_clean,occupancy_anomaly_flag,available_spaces,utilization,date,month,day,day_of_week,day_name,is_weekend,hour,minute,slot_index,hour_sin,hour_cos,dow_sin,dow_cos,traffic_level,vehicle_priority,is_new_session,session_id,minutes_from_previous,session_step,session_size,session_progress,capacity_pressure,parking_stress_index,neighbor_utilization_mean,neighbor_queue_mean,neighbor_stress_mean,mean_neighbor_distance,lag_utilization_prev_day,lag_queue_prev_day,lag_stress_prev_day,spatial_utilization_gap,lag_occupancy_30m,lag_occupancy_60m,lag_utilization_30m,lag_utilization_60m,lag_utilization_120m,lag_queue_30m,rolling_utilization_3,rolling_utilization_6,rolling_queue_3,rolling_queue_6,rolling_stress_3,utilization_delta_30m,utilization_delta_60m,target_time_slot,target_occupancy_1h,target_available_spaces_1h,target_utilization_1h,target_stress_1h,target_time_slot_30m,target_utilization_30m,target_available_spaces_30m,target_time_slot_2h,target_utilization_2h,target_available_spaces_2h,future_demand_regime,current_utilization_band,target_utilization_band_1h,anomaly_flag,anomaly_score,anomaly_reason
BHMBCCMKT01,2016-12-11 13:30:00,1163,2016-12-11 13:26:00,577,26.14453614,91.73617216,288.0,car,high,9.0,1,288.0,288.0,0,289.0,0.49913344887348354,2016-12-11,12,11,6,Sunday,1,13,30,27,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,2,2,False,67,30.0,11,18,0.6111111111111112,0.01559792027729636,0.5509532062391681,1.9928616617408792,19.95274621152413,1.7992116795404567,0.001897330778018105,0.707105719237435,7.0,0.6961871750433276,-1.4937282128673957,257.0,204.0,0.44540727902946275,0.3535528596187175,0.2027729636048527,9.0,0.35990756787983824,0.24754477180820333,9.333333333333334,6.833333333333333,0.45355285961871755,0.05372616984402079,0.14558058925476602,2016-12-11 14:30:00,324.0,253.0,0.561525129982669,0.5944540727902947,2016-12-11 14:00:00,0.5441941074523396,263.0,2016-12-11 15:30:00,0.561525129982669,253.0,Busy,Moderate,Moderate,1,0.6060353931343296,Unusual demand pattern detected
BHMBCCMKT01,2016-12-11 13:00:00,1162,2016-12-11 13:05:00,577,26.14453614,91.73617216,257.0,car,high,9.0,1,257.0,257.0,0,320.0,0.44540727902946275,2016-12-11,12,11,6,Sunday,1,13,0,26,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,2,2,False,67,30.0,10,18,0.5555555555555556,0.01559792027729636,0.5133448873483536,1.9926605817899181,19.981098484609653,1.8000220317428302,0.001897330778018105,0.6637781629116117,8.0,0.6660311958405546,-1.5472533027604554,204.0,162.0,0.3535528596187175,0.2807625649913345,0.14211438474870017,11.0,0.2790294627383016,0.17648757943385326,8.333333333333334,5.5,0.3634315424610053,0.09185441941074524,0.16464471403812825,2016-12-11 14:00:00,314.0,263.0,0.5441941074523396,0.48214904679376075,2016-12-11 13:30:00,0.49913344887348354,289.0,2016-12-11 15:00:00,0.5632582322357019,252.0,Busy,Moderate,Moderate,1,0.6057573546502695,Unusual demand pattern detected
BHMBCCMKT01,2016-12-19 11:30:00,1301,2016-12-19 11:30:00,577,26.14453614,91.73617216,175.0,truck,average,5.0,0,175.0,175.0,0,402.0,0.30329289428076256,2016-12-19,12,19,0,Monday,0,11,30,23,0.258819045102521,-0.9659258262890682,0.0,1.0,1,3,False,77,30.0,7,18,0.3888888888888889,0.008665511265164644,0.3131715771230502,1.9983310364070226,10.0,1.6014135485293692,0.001897330778018105,0.2339688041594454,6.0,0.26481802426343154,-1.69503814212626,134.0,97.0,0.2322357019064125,0.1681109185441941,0.06932409012131716,4.0,0.1663778162911612,0.10658578856152513,3.0,2.1666666666666665,0.1836510687463894,0.07105719237435007,0.13518197573656845,2016-12-19 12:30:00,249.0,328.0,0.43154246100519933,0.5032928942807626,2016-12-19 12:00:00,0.37435008665511266,361.0,2016-12-19 13:30:00,0.5043327556325823,286.0,Busy,Low,Moderate,1,0.6055764216837537,Unusual demand pattern detected
BHMBCCMKT01,2016-12-17 14:30:00,1271,2016-12-17 14:30:00,577,26.14453614,91.73617216,440.0,car,average,4.0,0,440.0,440.0,0,137.0,0.7625649913344887,2016-12-17,12,17,5,Saturday,1,14,30,29,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,2,False,75,30.0,13,18,0.7222222222222222,0.006932409012131715,0.6344887348353552,1.995274621152413,11.990549242304827,1.7997884116605236,0.001897330778018105,0.3292894280762565,4.0,0.3311958405545927,-1.2327096298179243,417.0,378.0,0.7227036395147314,0.6551126516464472,0.584055459272097,4.0,0.6632004621606008,0.5927209705372617,5.333333333333333,5.833333333333333,0.5984979780473715,0.03986135181975736,0.10745233968804158,2016-12-17 15:30:00,415.0,162.0,0.7192374350086655,0.5038128249566725,2016-12-17 15:00:00,0.7677642980935875,134.0,2016-12-17 16:30:00,0.6169844020797227,221.0,Busy,High,High,1,0.60549040096844,Unusual demand pattern detected
BHMBCCMKT01,2016-12-09 13:30:00,1127,2016-12-09 13:29:00,577,26.14453614,91.73617216,209.0,car,high,6.0,0,209.0,209.0,0,368.0,0.36221837088388215,2016-12-09,12,9,4,Friday,0,13,30,27,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,2,2,False,65,30.0,11,18,0.6111111111111112,0.010398613518197574,0.45459272097053727,1.9981500644511574,14.0,1.802319597378045,0.001897330778018105,0.37435008665511266,7.0,0.4632582322357019,-1.6359316935672752,210.0,203.0,0.36395147313691506,0.35181975736568455,0.3292894280762565,7.0,0.3570190641247833,0.3183131138070479,6.333333333333333,5.166666666666667,0.41767764298093585,-0.0017331022530329143,0.010398613518197597,2016-12-09 14:30:00,217.0,360.0,0.37608318890814557,0.36395147313691506,2016-12-09 14:00:00,0.37608318890814557,360.0,2016-12-09 15:30:00,0.2807625649913345,415.0,Busy,Low,Low,1,0.6052089567171062,Unusual demand pattern detected
BHMBCCMKT01,2016-11-17 13:00:00,766,2016-11-17 13:04:00,577,26.14453614,91.73617216,214.0,car,high,6.0,0,214.0,214.0,0,363.0,0.3708838821490468,2016-11-17,11,17,3,Thursday,0,13,0,26,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,2,2,False,43,30.0,10,18,0.5555555555555556,0.010398613518197574,0.4606585788561525,1.9997385960637506,14.0,1.8034315695068601,0.001897330778018105,0.3050259965337955,6.0,0.4145580589254766,-1.6288547139147038,210.0,209.0,0.36395147313691506,0.36221837088388215,0.31542461005199307,7.0,0.3495089543616407,0.30069324090121313,6.0,5.0,0.4123627960716349,0.006932409012131713,0.008665511265164627,2016-11-17 14:00:00,193.0,384.0,0.3344887348353553,0.3346620450606586,2016-11-17 13:30:00,0.36741767764298094,365.0,2016-11-17 15:00:00,0.25996533795493937,427.0,Stable,Low,Low,1,0.6052089567171062,Unusual demand pattern detected
BHMBCCMKT01,2016-11-27 11:00:00,942,2016-11-27 11:01:00,577,26.14453614,91.73617216,98.0,car,average,6.0,1,98.0,98.0,0,479.0,0.16984402079722705,2016-11-27,11,27,6,Sunday,1,11,0,22,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1,2,False,55,30.0,6,18,0.3333333333333333,0.010398613518197574,0.2199306759098787,1.7758879860313033,17.962196969219303,1.6468157527343728,0.001897330778018105,0.42807625649913345,5.0,0.40051993067590985,-1.6060439652340763,65.0,35.0,0.11265164644714037,0.060658578856152515,0.03986135181975736,4.0,0.07163489312536106,0.055170421721548235,2.6666666666666665,2.1666666666666665,0.08393991912189484,0.05719237435008667,0.10918544194107453,2016-11-27 12:00:00,177.0,400.0,0.30675909878682844,0.4164644714038128,2016-11-27 11:30:00,0.25476603119584057,430.0,2016-11-27 13:00:00,0.4488734835355286,318.0,Busy,Low,Low,1,0.6051259140616675,Unusual demand pattern detected
BHMBCCTHL01,2016-11-19 12:30:00,2113,2016-11-19 12:31:00,387,26.14449459,91.73620513,402.0,car,high,8.0,0,402.0,387.0,1,0.0,1.0,2016-11-19,11,19,5,Saturday,1,12,30,25,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,2,2,False,46,30.0,9,18,0.5,0.020671834625323,0.9020671834625322,1.1765247751767878,15.990572630752672,1.2263412761154069,0.0019019720877115978,1.0,8.0,0.9020671834625322,-0.17652477517678777,387.0,379.0,1.0,0.979328165374677,0.7493540051679587,8.0,0.9448751076658054,0.7941429801894918,6.0,4.5,0.8296296296296295,0.0,0.02067183462532296,2016-11-19 13:30:00,387.0,0.0,1.0,0.9018087855297157,2016-11-19 13:00:00,1.0,0.0,2016-11-19 14:30:00,1.0,0.0,Critical,Critical,Critical,1,0.6050737718562716,High queue and near-full utilization
BHMBCCMKT01,2016-11-27 13:00:00,946,2016-11-27 13:08:00,577,26.14453614,91.73617216,259.0,car,high,9.0,1,259.0,259.0,0,318.0,0.4488734835355286,2016-11-27,11,27,6,Sunday,1,13,0,26,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,2,2,False,55,30.0,10,18,0.5555555555555556,0.01559792027729636,0.5157712305025995,1.9928013377555909,17.990549242304827,1.7996062071094203,0.001897330778018105,0.8474870017331022,8.0,0.794627383015598,-1.5439278542200623,223.0,177.0,0.38648180242634317,0.30675909878682844,0.16984402079722705,10.0,0.31600231080300406,0.21519352975158867,8.666666666666666,6.333333333333333,0.389370306181398,0.062391681109185415,0.14211438474870014,2016-11-27 14:00:00,304.0,273.0,0.5268630849220104,0.46967071057192367,2016-11-27 13:30:00,0.5043327556325823,286.0,2016-11-27 15:00:00,0.5060658578856152,285.0,Busy,Moderate,Moderate,1,0.6049382147213067,Unusual demand pattern detected
BHMBCCMKT01,2016-12-11 10:00:00,1156,2016-12-11 09:59:00,577,26.14453614,91.73617216,11.0,cycle,low,1.0,1,11.0,11.0,0,566.0,0.019064124783362217,2016-12-11,12,11,6,Sunday,1,10,0,20,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,False,67,30.0,4,18,0.2222222222222222,0.0017331022530329288,0.013518197573656843,1.0709618632429576,5.990549242304826,0.7512203872972327,0.001897330778018105,0.21490467937608318,2.0,0.15077989601386482,-1.0518977384595953,5.0,3.0,0.008665511265164644,0.005199306759098787,0.005199306759098787,1.0,0.005777007510109763,0.005632582322357019,0.6666666666666666,0.5,0.03749277874061237,0.010398613518197573,0.013864818024263429,2016-12-11 11:00:00,82.0,495.0,0.14211438474870017,0.2001733102253033,2016-12-11 10:30:00,0.060658578856152515,542.0,2016-12-11 12:00:00,0.2807625649913345,415.0,Stable,Low,Low,1,0.604932949074864,Unusual demand pattern detected
BHMBCCMKT01,2016-11-29 13:00:00,982,2016-11-29 13:02:00,577,26.14453614,91.73617216,208.0,truck,high,6.0,0,208.0,208.0,0,369.0,0.36048526863084923,2016-11-29,11,29,1,Tuesday,0,13,0,26,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,2,3,False,57,30.0,10,18,0.5555555555555556,0.010398613518197574,0.45337954939341424,1.9998592440343272,14.0,1.803516023086264,0.001897330778018105,0.3882149046793761,6.0,0.47279029462738303,-1.639373975403478,206.0,192.0,0.35701906412478335,0.3327556325823224,0.28596187175043325,7.0,0.33853264009243217,0.28105141536684,5.666666666666667,4.166666666666667,0.37128827267475445,0.003466204506065884,0.02772963604852685,2016-11-29 14:00:00,180.0,397.0,0.3119584055459272,0.3188908145580589,2016-11-29 13:30:00,0.35701906412478335,371.0,2016-11-29 15:00:00,0.2634315424610052,425.0,Stable,Low,Low,1,0.6048844898408408,Unusual demand pattern detected
BHMBCCMKT01,2016-12-18 12:30:00,1285,2016-12-18 12:30:00,577,26.14453614,91.73617216,193.0,car,high,9.0,1,193.0,193.0,0,384.0,0.3344887348353553,2016-12-18,12,18,6,Sunday,1,12,30,25,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,2,False,76,30.0,9,18,0.5,0.01559792027729636,0.43570190641247836,1.9934045776084743,21.981098484609653,1.8010591934247104,0.001897330778018105,0.584055459272097,7.0,0.610051993067591,-1.658915842773119,165.0,135.0,0.28596187175043325,0.2339688041594454,0.07625649913344887,9.0,0.2247255921432698,0.13258232235701906,7.0,4.5,0.29185441941074525,0.048526863084922045,0.10051993067590989,2016-12-18 13:30:00,258.0,319.0,0.44714038128249567,0.5147313691507799,2016-12-18 13:00:00,0.37261698440207974,362.0,2016-12-18 14:30:00,0.537261698440208,267.0,Busy,Low,Moderate,1,0.6046662165502491,Unusual demand pattern detected
BHMBCCMKT01,2016-12-11 10:30:00,1157,2016-12-11 10:25:00,577,26.14453614,91.73617216,35.0,car,low,3.0,1,35.0,35.0,0,542.0,0.060658578856152515,2016-12-11,12,11,6,Sunday,1,10,30,21,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,2,False,67,30.0,5,18,0.2777777777777778,0.005199306759098787,0.04298093587521663,1.3745914747385708,7.990549242304826,0.9642774799530528,0.001897330778018105,0.28596187175043325,3.0,0.20069324090121315,-1.3139328958824184,11.0,5.0,0.019064124783362217,0.008665511265164644,0.0034662045060658577,1.0,0.01097631426920855,0.008318890814558059,1.0,0.6,0.041190063547082614,0.0415944540727903,0.051993067590987874,2016-12-11 11:30:00,117.0,460.0,0.2027729636048527,0.24298093587521666,2016-12-11 11:00:00,0.14211438474870017,495.0,2016-12-11 12:30:00,0.3535528596187175,373.0,Stable,Low,Low,1,0.6046207382426104,Unusual demand pattern detected
BHMBCCMKT01,2016-12-09 10:00:00,1120,2016-12-09 09:55:00,577,26.14453614,91.73617216,89.0,car,low,2.0,0,89.0,89.0,0,488.0,0.15424610051993068,2016-12-09,12,9,4,Friday,0,10,0,20,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,2,False,65,30.0,4,18,0.2222222222222222,0.0034662045060658577,0.10831889081455806,1.5136118678879331,4.0,1.0605610367393346,0.001897330778018105,0.14211438474870017,3.0,0.2,-1.3593657673680024,58.0,27.0,0.10051993067590988,0.04679376083188908,0.02079722703639515,2.0,0.06008087810514153,0.05025996533795494,1.3333333333333333,1.5,0.04228769497400347,0.0537261698440208,0.1074523396880416,2016-12-09 11:00:00,161.0,416.0,0.27902946273830154,0.39618717504332757,2016-12-09 10:30:00,0.23050259965337955,444.0,2016-12-09 12:00:00,0.35528596187175043,372.0,Busy,Low,Low,1,0.6046072329207338,Unusual demand pattern detected
BHMEURBRD01,2016-10-23 10:30:00,2935,2016-10-23 10:26:00,470,26.14901995,91.7395035,66.0,car,low,4.0,1,66.0,66.0,0,404.0,0.14042553191489363,2016-10-23,10,23,6,Sunday,1,10,30,21,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,2,False,18,30.0,5,18,0.2777777777777778,0.00851063829787234,0.09914893617021277,0.2035256012858497,3.3327803216182916,0.14315878786720893,0.005590550216196893,0.15106382978723404,2.0,0.10617021276595744,-0.06310006937095608,46.0,43.0,0.09787234042553192,0.09148936170212765,0.09148936170212765,2.0,0.09361702127659575,0.09148936170212765,1.6666666666666667,1.8,0.06588652482269503,0.04255319148936171,0.04893617021276597,2016-10-23 11:30:00,72.0,398.0,0.15319148936170213,0.30872340425531913,2016-10-23 11:00:00,0.15531914893617021,397.0,2016-10-23 12:30:00,0.2,376.0,Stable,Low,Low,1,0.6045581199748663,Unusual demand pattern detected
BHMBCCMKT01,2016-11-19 13:30:00,803,2016-11-19 13:31:00,577,26.14453614,91.73617216,429.0,bike,high,7.0,0,429.0,429.0,0,148.0,0.7435008665511266,2016-11-19,11,19,5,Saturday,1,13,30,27,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,2,1,False,46,30.0,11,18,0.6111111111111112,0.012131715771230503,0.7216637781629116,1.9944904093436646,14.0,1.7997578388028,0.001897330778018105,0.37608318890814557,7.0,0.4644714038128249,-1.2509895427925382,400.0,340.0,0.6932409012131716,0.5892547660311959,0.4662045060658579,7.0,0.5967648757943386,0.5005777007510109,7.666666666666667,6.5,0.6190641247833623,0.05025996533795496,0.1542461005199307,2016-11-19 14:30:00,473.0,104.0,0.8197573656845754,0.6745233968804158,2016-11-19 14:00:00,0.8526863084922011,85.0,2016-11-19 15:30:00,0.8474870017331022,88.0,Congested,High,High,1,0.6044545471689597,Unusual demand pattern detected
BHMEURBRD01,2016-11-27 10:00:00,3564,2016-11-27 10:01:00,470,26.14901995,91.7395035,40.0,car,low,3.0,1,40.0,40.0,0,430.0,0.0851063829787234,2016-11-27,11,27,6,Sunday,1,10,0,20,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,2,False,56,30.0,4,18,0.2222222222222222,0.006382978723404255,0.060212765957446804,0.21847137415504503,2.6655606432365837,0.15350519288285852,0.005590550216196893,0.1702127659574468,3.0,0.11978723404255319,-0.1333649911763216,33.0,31.0,0.07021276595744681,0.06595744680851064,0.06382978723404255,3.0,0.06524822695035461,0.06489361702127659,2.0,2.0,0.1127659574468085,0.01489361702127659,0.019148936170212766,2016-11-27 11:00:00,68.0,402.0,0.14468085106382977,0.2023404255319149,2016-11-27 10:30:00,0.12127659574468085,413.0,2016-11-27 12:00:00,0.1851063829787234,383.0,Stable,Low,Low,1,0.6042488520023322,Unusual demand pattern detected
BHMBCCMKT01,2016-11-20 13:00:00,820,2016-11-20 13:07:00,577,26.14453614,91.73617216,246.0,car,high,9.0,1,246.0,246.0,0,331.0,0.42634315424610053,2016-11-20,11,20,6,Sunday,1,13,0,26,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,2,2,False,47,30.0,10,18,0.5555555555555556,0.01559792027729636,0.5,1.993706197534916,19.990549242304827,1.8007559735638385,0.001897330778018105,0.6932409012131716,7.0,0.6864818024263433,-1.5673630432888155,194.0,163.0,0.3362218370883882,0.2824956672443674,0.16464471403812825,10.0,0.2801848642403235,0.18833044482957828,8.333333333333334,6.0,0.3642403235124205,0.09012131715771232,0.1438474870017331,2016-11-20 14:00:00,307.0,270.0,0.5320623916811091,0.4734835355285961,2016-11-20 13:30:00,0.464471403812825,309.0,2016-11-20 15:00:00,0.5025996533795494,287.0,Busy,Moderate,Moderate,1,0.6041626738200987,Unusual demand pattern detected
BHMBCCMKT01,2016-12-01 14:30:00,1021,2016-12-01 14:25:00,577,26.14453614,91.73617216,173.0,bike,average,3.0,0,173.0,173.0,0,404.0,0.29982668977469673,2016-12-01,12,1,3,Thursday,0,14,30,29,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1,1,False,59,30.0,13,18,0.7222222222222222,0.005199306759098787,0.3103986135181976,1.9998994600245195,8.0,1.6019950804527263,0.001897330778018105,0.31369150779896016,3.0,0.320103986135182,-1.7000727702498226,190.0,203.0,0.3292894280762565,0.35181975736568455,0.3310225303292894,5.0,0.3466204506065858,0.33535528596187175,6.333333333333333,6.0,0.41039861351819756,-0.029462738301559765,-0.05199306759098782,2016-12-01 15:30:00,153.0,424.0,0.2651646447140381,0.18613518197573656,2016-12-01 15:00:00,0.29116117850953205,409.0,2016-12-01 16:30:00,0.18717504332755633,469.0,Stable,Low,Low,1,0.6039172615527995,Unusual demand pattern detected
BHMBCCMKT01,2016-12-10 13:00:00,1144,2016-12-10 12:55:00,577,26.14453614,91.73617216,383.0,car,high,8.0,0,383.0,383.0,0,194.0,0.6637781629116117,2016-12-10,12,10,5,Saturday,1,13,0,26,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,2,2,False,66,30.0,10,18,0.5555555555555556,0.01386481802426343,0.6660311958405546,1.992841553745783,10.009450757695173,1.5985179972355288,0.001897330778018105,0.36395147313691506,7.0,0.45597920277296355,-1.3290633908341714,344.0,294.0,0.5961871750433275,0.5095320623916811,0.3483535528596187,8.0,0.5095320623916811,0.3963027151935297,6.666666666666667,4.833333333333333,0.5244945118428654,0.06759098786828421,0.1542461005199306,2016-12-10 14:00:00,455.0,122.0,0.7885615251299827,0.6528596187175043,2016-12-10 13:30:00,0.707105719237435,169.0,2016-12-10 15:00:00,0.8249566724436742,101.0,Congested,Moderate,High,1,0.6039124907496242,Unusual demand pattern detected
BHMBCCMKT01,2016-12-05 11:30:00,1051,2016-12-05 11:29:00,577,26.14453614,91.73617216,126.0,car,average,6.0,1,126.0,126.0,0,451.0,0.21837088388214904,2016-12-05,12,5,0,Monday,0,11,30,23,0.258819045102521,-0.9659258262890682,0.0,1.0,1,2,False,61,30.0,7,18,0.3888888888888889,0.010398613518197574,0.25389948006932406,1.8545532657214703,14.0,1.5018018382672638,0.001897330778018105,0.31369150779896016,5.0,0.32045060658578856,-1.6361823818393213,113.0,87.0,0.19584055459272098,0.15077989601386482,0.06759098786828423,5.0,0.15193529751588677,0.09878682842287695,4.333333333333333,3.0,0.14043905257076836,0.022530329289428053,0.06759098786828421,2016-12-05 12:30:00,161.0,416.0,0.27902946273830154,0.397053726169844,2016-12-05 12:00:00,0.2564991334488735,429.0,2016-12-05 13:30:00,0.30675909878682844,400.0,Busy,Low,Low,1,0.6038765185384318,Unusual demand pattern detected
BHMBCCMKT01,2016-11-22 10:00:00,850,2016-11-22 10:04:00,577,26.14453614,91.73617216,116.0,car,low,2.0,0,116.0,116.0,0,461.0,0.20103986135181975,2016-11-22,11,22,1,Tuesday,0,10,0,20,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,2,False,49,30.0,4,18,0.2222222222222222,0.0034662045060658577,0.14107452339688042,1.7058933608783562,6.0,1.1956744464415212,0.001897330778018105,0.13518197573656845,2.0,0.09497400346620449,-1.5048534995265364,66.0,45.0,0.11438474870017332,0.0779896013864818,0.0415944540727903,1.0,0.0826112073945696,0.07235701906412478,1.3333333333333333,1.25,0.05805892547660311,0.08665511265164644,0.12305025996533796,2016-11-22 11:00:00,188.0,389.0,0.32582322357019067,0.32876949740034667,2016-11-22 10:30:00,0.2668977469670711,423.0,2016-11-22 12:00:00,0.3951473136915078,349.0,Stable,Low,Low,1,0.6034545857226707,Unusual demand pattern detected
BHMBCCMKT01,2016-11-19 12:30:00,801,2016-11-19 12:31:00,577,26.14453614,91.73617216,340.0,cycle,high,8.0,0,340.0,340.0,0,237.0,0.5892547660311959,2016-11-19,11,19,5,Saturday,1,12,30,25,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,2,0,False,46,30.0,9,18,0.5,0.01386481802426343,0.6138648180242635,1.9941284654319344,15.990549242304827,1.80001883187397,0.001897330778018105,0.3344887348353553,7.0,0.43535528596187173,-1.4048736994007385,293.0,269.0,0.5077989601386482,0.4662045060658579,0.3396880415944541,8.0,0.46042749855574816,0.3601964182553437,6.666666666666667,4.833333333333333,0.5234546504910457,0.08145580589254764,0.12305025996533797,2016-11-19 13:30:00,429.0,148.0,0.7435008665511266,0.7216637781629116,2016-11-19 13:00:00,0.6932409012131716,177.0,2016-11-19 14:30:00,0.8197573656845754,104.0,Congested,Moderate,High,1,0.6034310770012001,Unusual demand pattern detected
BHMBCCTHL01,2016-11-25 15:00:00,2226,2016-11-25 15:00:00,387,26.14449459,91.73620513,389.0,car,high,5.0,0,389.0,387.0,1,0.0,1.0,2016-11-25,11,25,4,Friday,0,15,0,30,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,2,2,False,53,30.0,12,16,0.75,0.012919896640826873,0.9012919896640826,1.1837054723220195,6.009427369247327,1.0305795506164777,0.0019019720877115978,1.0,4.0,0.8010335917312661,-0.1837054723220195,387.0,387.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,6.333333333333333,0.834625322997416,0.0,0.0,2016-11-25 16:00:00,352.0,35.0,0.9095607235142119,0.6369509043927649,2016-11-25 15:30:00,0.9509043927648578,19.0,,,,Congested,Critical,Critical,1,0.6034138996559798,Unusual demand pattern detected
BHMBCCMKT01,2016-12-15 15:00:00,1236,2016-12-15 15:00:00,577,26.14453614,91.73617216,164.0,bike,average,3.0,0,164.0,164.0,0,413.0,0.28422876949740034,2016-12-15,12,15,3,Thursday,0,15,0,30,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,1,1,False,73,30.0,14,18,0.7777777777777778,0.005199306759098787,0.2994800693240901,1.9986326563334642,6.009450757695174,1.601539039829124,0.001897330778018105,0.27902946273830154,3.0,0.29584055459272096,-1.7144038868360638,183.0,203.0,0.317157712305026,0.35181975736568455,0.37954939341421146,4.0,0.34257654534950893,0.36250722125938767,4.666666666666667,5.333333333333333,0.373945696129405,-0.03292894280762565,-0.06759098786828421,2016-12-15 16:00:00,140.0,437.0,0.24263431542461006,0.17019064124783362,2016-12-15 15:30:00,0.2564991334488735,429.0,,,,Stable,Low,Low,1,0.603379272792764,Unusual demand pattern detected
BHMBCCMKT01,2016-11-20 11:30:00,817,2016-11-20 11:27:00,577,26.14453614,91.73617216,128.0,car,high,8.0,1,128.0,128.0,0,449.0,0.2218370883882149,2016-11-20,11,20,6,Sunday,1,11,30,23,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,2,2,False,47,30.0,7,18,0.3888888888888889,0.01386481802426343,0.3566724436741768,1.8897898199136998,19.95274621152413,1.7270613902614311,0.001897330778018105,0.4662045060658579,7.0,0.5275563258232236,-1.667952731525485,95.0,44.0,0.16464471403812825,0.07625649913344887,0.0415944540727903,6.0,0.09647602541883304,0.06759098786828423,3.6666666666666665,2.8333333333333335,0.10150202195262853,0.057192374350086644,0.14558058925476602,2016-11-20 12:30:00,194.0,383.0,0.3362218370883882,0.43708838821490464,2016-11-20 12:00:00,0.2824956672443674,414.0,2016-11-20 13:30:00,0.464471403812825,309.0,Busy,Low,Low,1,0.6033268016247599,Unusual demand pattern detected
BHMBCCTHL01,2016-12-14 15:30:00,2531,2016-12-14 15:30:00,387,26.14449459,91.73620513,391.0,car,low,2.0,0,391.0,387.0,1,0.0,1.0,2016-12-14,12,14,2,Wednesday,0,15,30,31,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0,2,False,72,30.0,8,11,0.7272727272727273,0.00516795865633075,0.700516795865633,0.49818506761863046,5.9905726307526725,0.3497685187528845,0.0019019720877115978,0.896640826873385,2.0,0.6281653746770025,0.5018149323813695,387.0,387.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,6.166666666666667,0.834625322997416,0.0,0.0,2016-12-14 16:30:00,372.0,15.0,0.9612403100775194,0.6733850129198966,2016-12-14 16:00:00,0.9948320413436692,2.0,,,,Congested,Critical,Critical,1,0.6032620350144994,Higher congestion than neighboring parking systems
BHMBCCTHL01,2016-10-29 15:30:00,1741,2016-10-29 15:26:00,387,26.14449459,91.73620513,345.0,car,low,2.0,0,345.0,345.0,0,42.0,0.8914728682170543,2016-10-29,10,29,5,Saturday,1,15,30,31,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0,2,False,24,30.0,15,18,0.8333333333333334,0.00516795865633075,0.624547803617571,1.4424252073596242,3.9999999999999996,1.0103916299804618,0.0019019720877115978,0.8217054263565892,2.0,0.5757105943152454,-0.5509523391425699,345.0,345.0,0.8914728682170543,0.8914728682170543,0.8656330749354005,4.0,0.8914728682170543,0.8871662360034452,4.333333333333333,5.666666666666667,0.7251507321274763,0.0,0.0,2016-10-29 16:30:00,329.0,58.0,0.8501291989664083,0.5956072351421188,2016-10-29 16:00:00,0.8708010335917312,50.0,,,,Busy,High,High,1,0.6030749730266121,Unusual demand pattern detected
